OBJECTID,SEGMENT,ADT,ID,STREETNAME,STREETADDRESS,FILENAME,PERCENTILESPEED85,OUTCOME,COLLECTIONTYPE,X,Y,YEAR,PRE_NTMP_ADT,POST_NTMP_ADT,PRE_NTMP_SPEED,POST_NTMP_SPEED,POINT_X,POINT_Y
7958,NORTH FWY TO AIRLINE,18488,1518,TIDWELL,720,1518,0,SUCCESS,MAJOR THOROUGHFARE ADT,3113483.41,13872659.98,2012,,,,,-95.3876544,29.84551466
7959,HIRSCH TO HOMESTEAD,21438,1526,TIDWELL,5225,1526,,SUCCESS,MAJOR THOROUGHFARE ADT,3136459.3,13874374.37,2012,,,,,-95.31504398,29.84825598
7960,FANNIN TO GREENBRIAR,14253,1532,UNIVERSITY,2117,1532,,SUCCESS,MAJOR THOROUGHFARE ADT,3108729.39,13824528.17,2011,,,,,-95.40730698,29.713618
7961,N SHEPHERD TO GULF BANK,18697,1537,VETERANS MEMORIAL,8360,1537,0,SUCCESS,MAJOR THOROUGHFARE ADT,3103717.62,13885790.93,2010,,,,,-95.41717679,29.88243265
7962,CARVER TO W MONTGOMERY,18250,1544,VICTORY,2017,1544,,SUCCESS,MAJOR THOROUGHFARE ADT,3096033.29,13881341.96,2012,,,,,-95.44184116,29.87084911
7963,LYONS TO LIBERTY,8017,1553,WACO,2200,1553,,SUCCESS,MAJOR THOROUGHFARE ADT,3133544.13,13849546.08,2012,,,,,-95.32669501,29.780265
7964,LATHROP TO N WAYSIDE,2811,1556,WALLISVILLE,7424,1556,,SUCCESS,MAJOR THOROUGHFARE ADT,3143824.36,13852536.58,2012,,,,,-95.29400498,29.787593
7965,LONG TO GRIGGS,13308,1585,WAYSIDE,4551,1585,,SUCCESS,MAJOR THOROUGHFARE ADT,3136514.16,13819434.63,2012,,,,,-95.320323,29.69724198
7966,HAMBLEN TO KINGWOOD,8859,1720,WOODLAND HILLS,2500,1720,,SUCCESS,MAJOR THOROUGHFARE ADT,3165303.14,13947949.46,2012,,,,,-95.21659601,30.04794099
7967,NORTHPARK TO N CITY LIMIT,2693,1722,WOODLAND HILLS,4000,1722,,SUCCESS,MAJOR THOROUGHFARE ADT,3166660.41,13956470.66,2012,,,,,-95.21143599,30.07123899
7968,NORTH LOOP TO W 34TH ST,13594,1738,YALE,3350,1738,,SUCCESS,MAJOR THOROUGHFARE ADT,3110071.8,13862093.7,2010,,,,,-95.399437,29.81676099
7969,N SHEPHERD TO W 18TH ST,5603,1766,20TH ST W,1138,1766,,SUCCESS,MAJOR THOROUGHFARE ADT,3103810.39,13857156.58,2010,,,,,-95.41964998,29.803719
7970,ROSSLYN TO TC JESTER,15337,1776,43RD ST W,2006,1776,,SUCCESS,MAJOR THOROUGHFARE ADT,3094219.29,13867406.2,2010,,,,,-95.448897,29.83269599
7971,BINGLE TO HEMPSTEAD,14165,1781,43RD ST W,7001,1781,,SUCCESS,MAJOR THOROUGHFARE ADT,3079084.1,13867937.48,2010,,,,,-95.49656242,29.83541143
7972,FANNIN TO SAN JACINTO,8840,1786,ALABAMA,1100,M002,,SUCCESS,MAJOR THOROUGHFARE ADT,3117539.44,13833360.25,2012,,,,,-95.37870402,29.73714786
7973,GRAY TO PIERCE,2849,1793,AUSTIN,2000,M009,,SUCCESS,MAJOR THOROUGHFARE ADT,3120893.6,13837022.09,2012,,,,,-95.36778155,29.74692715
7974,DREW TO TUAM ST,430,1797,BALDWIN,2800,M013,,SUCCESS,MAJOR THOROUGHFARE ADT,3116596.64,13837090.45,2012,,,,,-95.3813098,29.74748131
7975,AUSTIN TO CAROLINE,200,1798,BARBEE,1300,M014,,SUCCESS,MAJOR THOROUGHFARE ADT,3117329.67,13831813.34,2012,,,,,-95.37951558,29.73291371
7976,FANNIN TO SAN JACINTO,278,1805,BREMOND,1100,M021,,SUCCESS,MAJOR THOROUGHFARE ADT,3119479.63,13836355.29,2012,,,,,-95.37230055,29.745215
7977,SOUTH FWY TO STUART,3531,1810,CHENEVERT,3500,M026,,SUCCESS,MAJOR THOROUGHFARE ADT,3119980.61,13832986.06,2012,,,,,-95.37105196,29.73591126
7978,AUSTIN TO LA BRANCH,134,1824,EAGLE,1401,M040,,SUCCESS,MAJOR THOROUGHFARE ADT,3117714.06,13831855.27,2012,,,,,-95.37830088,29.73299624
7979,LOUISIANA TO SMITH,15666,1827,ELGIN,600,M043,,SUCCESS,MAJOR THOROUGHFARE ADT,3117029.08,13835642.64,2012,,,,,-95.38008886,29.74346492
7980,MILAM TO TRAVIS,14485,1829,ELGIN,800,M045,,SUCCESS,MAJOR THOROUGHFARE ADT,3117579.61,13835286.47,2012,,,,,-95.37838957,29.74243905
7981,CHENEVERT TO JACKSON,14275,1838,ELGIN,1700,M054,,SUCCESS,MAJOR THOROUGHFARE ADT,3120088.6,13833665.6,2012,,,,,-95.3706454,29.7377699
7982,BLODGETT TO SOUTHWEST FWY ACCESS RD,621,1845,GARROTT,4300,M061,,SUCCESS,MAJOR THOROUGHFARE ADT,3115577.87,13832266.1,2012,,,,,-95.3849887,29.73430722
7983,FANNIN TO SAN JACINTO,1130,1849,HADLEY,1100,M065,,SUCCESS,MAJOR THOROUGHFARE ADT,3119780.4,13836823.73,2012,,,,,-95.37130738,29.74647694
7984,LOUISIANA TO SMITH,667,1852,HOLMAN,600,M068,,SUCCESS,MAJOR THOROUGHFARE ADT,3116610.66,13834926.7,2012,,,,,-95.38147659,29.74153261
7985,CHENEVERT TO JACKSON,7139,1879,MCGOWEN,1700,M095,,SUCCESS,MAJOR THOROUGHFARE ADT,3120989.43,13835060.4,2012,,,,,-95.36767167,29.74152689
7986,SW FWY TO BISSONNET,24901,1612,WESLAYAN,5300,1612,,SUCCESS,MAJOR THOROUGHFARE ADT,3097798.47,13828399.57,2011,,,,,-95.44135635,29.72517846
7987,KINGWOOD TO RL SCHULTZ BRIDGE,31112,1616,LAKE HOUSTON W,1400,1616,,SUCCESS,MAJOR THOROUGHFARE ADT,3178560.92,13942097.84,2012,,,,,-95.17531912,30.03067337
7988,WASHINGTON AVE TO KATY FWY,13332,1628,WESTCOTT,6500,1628,,SUCCESS,MAJOR THOROUGHFARE ADT,3101895.84,13846505.36,2011,,,,,-95.42671,29.774603
7989,CHIMNEY ROCK TO RENWICK,14907,1655,WESTPARK,5821,1655,,SUCCESS,MAJOR THOROUGHFARE ADT,3084884.35,13827710.62,2011,,,,,-95.48209199,29.72435898
7990,WEST BELT TO WILCREST,22153,1661,WESTPARK,11121,1661,,SUCCESS,MAJOR THOROUGHFARE ADT,3058155.08,13825812.63,2011,,,,,-95.566447,29.72132601
7991,N POST OAK TO ANTOINE,5336,1666,WESTVIEW,6502,1666,,SUCCESS,MAJOR THOROUGHFARE ADT,3089673.81,13853413.91,2010,,,,,-95.46456101,29.79461399
7992,ALMEDA TO SOUTH FWY,6092,1678,WHEELER,1912,1678,,SUCCESS,MAJOR THOROUGHFARE ADT,3118837.03,13830546.08,2011,,,,,-95.37489199,29.72930199
7993,CALHOUN TO SANTA FE RR,4600,1683,WHEELER,4600,1683,,SUCCESS,MAJOR THOROUGHFARE ADT,3131375.61,13825948.78,2009,,,,,-95.335858,29.71559099
7994,CHENEVERT TO HAMILTON,70,1821,DREW,1800,M037,,SUCCESS,MAJOR THOROUGHFARE ADT,3120992.12,13834383.72,2012,,,,,-95.36772942,29.73966667
7995,MEMORIAL TO BRIAR FOREST,21067,1691,WILCREST,600,1691,0,SUCCESS,MAJOR THOROUGHFARE ADT,3054587.9,13839367.23,2011,,,,,-95.57643099,29.758873
7996,GRAY TO PIERCE,9662,1889,SAN JACINTO,2000,M105,,SUCCESS,MAJOR THOROUGHFARE ADT,3120332.71,13837366.96,2012,,,,,-95.36951455,29.74792298
7997,PIERCE TO GRAY,15550,1891,SMITH,2000,M107,,SUCCESS,MAJOR THOROUGHFARE ADT,3118686.05,13838517.53,2012,,,,,-95.37458899,29.751226
7998,BELL TO CLAY,161,5323,JACKSON,1400,5495_07282014,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122842.84,13838200.29,2014,,,,,-95.36152621,29.74999906
7999,PRAIRIE TO TEXAS,2789,5373,CAROLINE,500,5406_08042014,,SUCCESS,MAJOR THOROUGHFARE ADT,3123346.79,13841430.55,2014,,,,,-95.35962196,29.75883489
8000,COMMERCE TO FRANKLIN,3116,5427,AUSTIN,100,C001_08112014,0,SUCCESS,MAJOR THOROUGHFARE ADT,3124340.98,13842368.18,2014,,,,,-95.35639798,29.76132701
6001,DENMAN TO CHILTON,381,4541,PINE VALLEY,2104,5959_03062014,,SUCCESS,LOCAL STREET ADT,3107096.26,13839523.22,2014,,,,,-95.41100004,29.75497324
6002,SHEPHERD TO SHARP PLACE,770,4545,PELHAM,2105,5963_03062014,,SUCCESS,LOCAL STREET ADT,3107135.31,13838095.68,2014,,,,,-95.41101507,29.75104604
6003,HWY 6 TO JACKSON,3947,4782,GRISBY,14700,6197_04152014,,SUCCESS,APPROACH,3032842.48,13847363.21,2014,,,,,-95.64421609,29.78258569
6004,PIERCE TO GRAY,12869,3874,MILAM,2000,M099_09092013,,SUCCESS,MAJOR THOROUGHFARE ADT,3119207.55,13838103.7,2013,,,,,-95.37298671,29.75004405
6005,BISSONNET TO S BRAESWOOD,20097,3969,FONDREN,8900,0577_10072013,,SUCCESS,MAJOR THOROUGHFARE ADT,3076894.16,13811902.96,2013,,,,,-95.508742,29.681565
6006,ALMEDA TO SOUTH FWY,8112,4185,REED,2555,1309_,,SUCCESS,MAJOR THOROUGHFARE ADT,3114108.52,13804303.52,2013,,,,,-95.39233399,29.65756999
6007,SAN FELIPE TO SAGE,18782,4248,SAN FELIPE,5100,5578_11212013,,SUCCESS,APPROACH,3089491.84,13837262.27,2013,,,,,-95.46667275,29.75023241
6008,N KINGWOOD DR TO S KINGWOOD DR,375,5156,LADBROOK,2400,6381_07012014,,SUCCESS,APPROACH,3161137.72,13948860.85,2014,,,,,-95.22966201,30.05081561
6009,BAGBY TO BALDWIN,2080,3954,PIERCE,300,M101_09302013,,SUCCESS,MAJOR THOROUGHFARE ADT,3118108.32,13839077.67,2013,,,,,-95.37635416,29.75281488
6010,WITTE TO DEMARET,3055,3620,WESTVIEW,9900,5778_07232013,,SUCCESS,APPROACH,3065914.05,13851385.39,2013,,,,,-95.53962872,29.79099203
6011,KINNEY TO WILCREST,2664,4943,SOUTH,10809,6334_05122014,,SUCCESS,APPROACH,3057758.45,13806052.41,2014,,,,,-95.56952197,29.66703968
6012,FONDREN TO HILLCROFT,6750,5735,OREM W,14000,1218_11182014,,SUCCESS,MAJOR THOROUGHFARE ADT,3079515.68,13791711.8,2014,,,,,-95.50239101,29.625847
6013,CAROLINE TO SAN JACINTO,7205,4995,LAMAR,1200,C046_06022014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122203.4,13839970.32,2014,,,,,-95.36336699,29.754919
6014,CRAWFORD TO LA BRANCH,20876,5027,PEASE,1500,5247_06032014,,SUCCESS,MAJOR THOROUGHFARE ADT,3121956.77,13837767.99,2014,,,,,-95.36435964,29.74888657
6015,MAIN TO TRAVIS,6182,5291,PRAIRIE,900,5144_07212014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122447.69,13842193.6,2014,,,,,-95.36237954,29.76100919
6016,SMITH TO LOUISIANA,9155,5261,TEXAS,600,5127_07212014,,SUCCESS,MAJOR THOROUGHFARE ADT,3121436.24,13842431.84,2014,,,,,-95.36554259,29.7617505
6017,PEASE TO LEELAND,845,5265,CRAWFORD,1600,5465_07212014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122174.18,13837792.06,2014,,,,,-95.36367246,29.74893415
6018,CAPITOL TO TEXAS,3390,5275,CRAWFORD,600,5459_07212014,,SUCCESS,MAJOR THOROUGHFARE ADT,3123938.87,13840519.04,2014,,,,,-95.35784623,29.75627876
6019,MCKINNEY TO LAMAR,16238,5443,SAN JACINTO,1000,C074_08182014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122158.66,13840204.31,2014,,,,,-95.363485,29.75556599
6020,PRESTON TO COMMERCE,121,3784,BASTROP,300,5785_08222013,,SUCCESS,APPROACH,3126435.55,13840127.63,2013,,,,,-95.35001982,29.75498888
6021,WALKER TO MCKINNEY,13292,3785,FANNIN,900,5444_08272013,,SUCCESS,MAJOR THOROUGHFARE ADT,3122063.11,13840655.56,2013,,,,,-95.36374179,29.7568145
6022,CRYSTAL STREAM TRAIL TO ROYAL SHORES,1113,4418,HIDDEN VALLEY,1700,5894_1082014,,SUCCESS,APPROACH,3188951.89,13947956.12,2014,,,,,-95.14188905,30.04583522
6023,CHIMNEY ROCK TO AIRPORT,4838,4612,CHIMNEY ROCK,12307,6027_03182014,,SUCCESS,APPROACH,3085778.97,13798523.97,2014,,,,,-95.48204034,29.64405615
6024,AUSTIN TO CAROLINE,16244,5644,ELGIN,1300,M050_09292014,,SUCCESS,MAJOR THOROUGHFARE ADT,3119002.53,13834376.45,2014,,,,,-95.37399664,29.73981644
6025,CHENEVERT TO JACKSON,19182,5649,ELGIN,1700,M054_09292014,,SUCCESS,MAJOR THOROUGHFARE ADT,3120088.6,13833665.6,2014,,,,,-95.3706454,29.7377699
6026,CHENEVERT TO HAMILTON,13414,5651,ELGIN,1800,M055_09292014,,SUCCESS,MAJOR THOROUGHFARE ADT,3120376.59,13833482.19,2014,,,,,-95.36975629,29.73724118
6027,PRESTON TO PRAIRIE,664,3782,BASTROP,200,5784,,SUCCESS,APPROACH,3126341.73,13839970.13,2013,,,,,-95.35033085,29.75456402
6028,GASMER TO W AIRPORT,14559,4155,CHIMNEY ROCK,12111,0363_11042013,,SUCCESS,MAJOR THOROUGHFARE ADT,3085708.74,13799646.65,2013,,,,,-95.48215504,29.64714804
6029,MILAM TO TRAVIS,10380,5012,JEFFERSON,800,5228_06032014,,SUCCESS,MAJOR THOROUGHFARE ADT,3119819.84,13838768.2,2014,,,,,-95.37099304,29.75181833
6030,MILAM TO TRAVIS,10901,3771,TEXAS,800,5129_08262013,,SUCCESS,MAJOR THOROUGHFARE ADT,3121976.41,13842084.6,2013,,,,,-95.3638749,29.76074988
6031,MCKINNEY TO LAMAR,15585,5126,BAGBY,1000,C006_06302014,,SUCCESS,MAJOR THOROUGHFARE ADT,3119950.53,13841676.07,2014,,,,,-95.37029698,29.7598
6032,PRESTON TO PRAIRIE,10754,5457,SAN JACINTO,400,5398_08182014,,SUCCESS,MAJOR THOROUGHFARE ADT,3123164.25,13841777.71,2014,,,,,-95.36016296,29.75980475
6033,BRAES AND EDLOE,355,5804,DURNESS,3734,6465_12112014SPD,25.9,SUCCESS,PRE-NTMP,3100080.03,13817304.57,2014,,,,,-95.43523649,29.69448979
6034,CHENEVERT TO HAMILTON,99,3938,DREW,1800,M037_09252013,,SUCCESS,MAJOR THOROUGHFARE ADT,3120992.12,13834383.72,2013,,,,,-95.36772942,29.73966667
6035,CHENEVERT TO HAMILTON,87,3940,ROSALIE,1800,M104_09252013,,SUCCESS,MAJOR THOROUGHFARE ADT,3120562.06,13833688.19,2013,,,,,-95.36915199,29.73779158
6036,CAROLINE TO SAN JACINTO,3222,4992,RUSK,1200,C071_06022014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122759.38,13840792.37,2014,,,,,-95.36153501,29.757131
6037,CHARTRES AND ST EMANUEL,2208,5300,PRESTON,2000,6374_07242014,,SUCCESS,APPROACH,3125782.15,13840438.88,2014,,,,,-95.3520475,29.75590046
6038,CLAY TO BELL,18128,5447,SMITH,1400,5323_08182014,,SUCCESS,MAJOR THOROUGHFARE ADT,3119737.4,13840140.22,2014,,,,,-95.37111858,29.75559662
6039,LEELAND TO PEASE,19908,5451,SMITH,1600,5325_08182014,,SUCCESS,MAJOR THOROUGHFARE ADT,3119417.44,13839647.94,2014,,,,,-95.37217462,29.75427078
6040,COMMERCE TO I-10,11612,5472,MILAM,50,C057_08252014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122785.67,13843643.35,2014,,,,,-95.36117266,29.76496518
6041,HOLLISTER NORTH COURT AND WILSHIRE PL,8448,5557,HOLLISTER,6900,6411_09082014,,SUCCESS,APPROACH,3076079.14,13877321.92,2014,,,,,-95.50515181,29.8614537
6042,CHENEVERT TO HAMILTON,105,5602,DENNIS,1800,M034_09222014,,SUCCESS,MAJOR THOROUGHFARE ADT,3121139.96,13834598.57,2014,,,,,-95.36724275,29.7402446
6043,CHENEVERT TO HAMILTON,108,5603,DREW,1800,M037_09222014,,SUCCESS,MAJOR THOROUGHFARE ADT,3120992.12,13834383.72,2014,,,,,-95.36772942,29.73966667
6044,SOUTH FWY TO STUART,4792,5605,CHENEVERT,3500,M026_09222014,,SUCCESS,MAJOR THOROUGHFARE ADT,3119980.61,13832986.06,2014,,,,,-95.37105196,29.73591126
6045,STELLA LINK AND ACADEMY,311,5851,GRENNOCH,4030,SPD_4030_GRENNOCH_11112014,29.2,SUCCESS,PRE-NTMP,3097969.63,13817508.35,2014,,,,,-95.44186117,29.69522665
6046,COMMERCE TO FRANKLIN,6838,3569,JACKSON,100,5490_07152013,,SUCCESS,MAJOR THOROUGHFARE ADT,3125188.63,13841827.11,2013,,,,,-95.35378079,29.75976714
6047,SWISS TO ALMEDA GENOA,8049,4908,MONROE,9700,6289_04292014,,SUCCESS,APPROACH,3154371.85,13793951.04,2014,,,,,-95.26666443,29.6256391
6048,WAUGH TO S SHEPHERD,25876,4113,ALLEN PKWY,3601,0068_10292013,,SUCCESS,MAJOR THOROUGHFARE ADT,3109082.37,13841143.96,2013,,,,,-95.40458649,29.75926045
6049,FANNIN TO SAN JACINTO,335,5589,STUART,1100,M109_09162014,,SUCCESS,MAJOR THOROUGHFARE ADT,3118233.23,13834496.14,2014,,,,,-95.37640799,29.740211
6050,HILLCROFT TO CHIMNEY ROCK,12527,5685,OREM,6800,1219_10202014,,SUCCESS,MAJOR THOROUGHFARE ADT,3084124.05,13792230.1,2014,,,,,-95.487843,29.62689198
6051,FANNIN TO SAN JACINTO,6908,3678,WEBSTER,1100,M119_08052013,,SUCCESS,MAJOR THOROUGHFARE ADT,3119924.86,13837124.01,2013,,,,,-95.37082299,29.74728999
6052,ALDER TO RENWICK,15795,3991,BISSONNET,5808,0216_10072013,,SUCCESS,MAJOR THOROUGHFARE ADT,3084832.29,13818817.57,2013,,,,,-95.4830984,29.69991807
6053,BELLAIRE TO ALIEF CLODINE,13195,4115,COOK,4545,0402_10292013,,SUCCESS,MAJOR THOROUGHFARE ADT,3048851.9,13820339.19,2013,,,,,-95.59624701,29.707028
6054,SAN JACINTO TO FANNIN,4795,5094,PRESTON,1100,5180_06162014,,SUCCESS,MAJOR THOROUGHFARE ADT,3123229.86,13842090.82,2014,,,,,-95.35992556,29.76065977
6055,HILLCROFT TO FONDREN,8886,4429,FUQUA,7900,0627_01132014,,SUCCESS,MAJOR THOROUGHFARE ADT,3078755.15,13782790.14,2014,,,,,-95.50562277,29.60138491
6056,ALBANY TO BAILEY,834,3796,MCGOWEN,100,M078_08272013,,SUCCESS,MAJOR THOROUGHFARE ADT,3116334.35,13838062.74,2013,,,,,-95.38204122,29.75017616
6057,BUNKER HILL TO SPRING ROCK,232,5825,LARSTON,9726,SPD_9726_LARSTON_10152014,28.8,SUCCESS,PRE-NTMP,3068851.92,13851502.19,2014,,,,,-95.5303595,29.79107376
6058,WEST LOOP TO S RICE,27304,4095,BEECHNUT,5010,0130_10292013,,SUCCESS,MAJOR THOROUGHFARE ADT,3090355.72,13815074.06,2013,,,,,-95.46606413,29.68917007
6059,W LOOP 610 WSR TO WESTHEIMER,21680,4217,LOOP 610 WSR W,2500,5600_11212013,,SUCCESS,APPROACH,3092150.04,13834175.94,2013,,,,,-95.45859378,29.74152776
6060,HIRAM CLARKE TO S POST OAK,3038,4430,COURT,4907,0406_01132014,,SUCCESS,MAJOR THOROUGHFARE ADT,3093361.84,13777938.98,2014,,,,,-95.46013999,29.58684178
6061,LOUISIANA TO SMITH,4339,3802,MCGOWEN,600,M084_08272013,,SUCCESS,MAJOR THOROUGHFARE ADT,3117920.07,13837046.36,2013,,,,,-95.37714544,29.74724746
6062,S BRAESWOOD AND LINKWOOD DR,9261,4923,STELLA LINK,8600,6328_05062014,,SUCCESS,APPROACH,3098642.72,13815102.3,2014,,,,,-95.43997272,29.68855661
6063,POST OAK TO W ALABAMA,11161,4366,POST OAK,2801,5593_12192013,,SUCCESS,APPROACH,3091519.26,13832988.16,2013,,,,,-95.46069386,29.73831534
6064,MCKINNEY TO LAMAR,8740,5134,AUSTIN,1000,C002_06302014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122711.82,13839831.88,2014,,,,,-95.36177898,29.75449499
6065,"W,11TH TO NICHOLSON",7834,4190,"W, 11TH",804,5884_11192013,,SUCCESS,SPECIAL,3108382.28,13852510.61,2013,,,,,-95.40569111,29.7905631
6066,SAN FELIPE TO SAGE,31508,4360,SAN FELIPE,5200,5579_12122013,,SUCCESS,APPROACH,3089192.26,13837238.67,2013,,,,,-95.46761869,29.75019243
6067,ALLEN PKWY TO SABINE,11492,4496,ALLEN PKWY,1600,5928_02252014,,SUCCESS,SPECIAL,3118346.76,13841893.5,2014,,,,,-95.37532806,29.76053441
6068,FANNIN TO SAN JACINTO,295,5576,MCILHENNY,1100,M097_09162014,,SUCCESS,MAJOR THOROUGHFARE ADT,3119600.31,13836567.87,2014,,,,,-95.37189965,29.74578902
6069,CHENEVERT TO HAMILTON,4754,3780,TEXAS,1800,5138_08262013,,SUCCESS,MAJOR THOROUGHFARE ADT,3124769.86,13840277.23,2013,,,,,-95.35525223,29.75554292
6070,GESSNER TO MEMORIAL CITY MALL,28002,4321,GESSNER,900,5619_12132013,,SUCCESS,APPROACH,3064504.66,13847690.21,2013,,,,,-95.54441442,29.78094936
6071,OREM AND BERAN,10706,4682,HIRAM CLARKE,13700,6090_04072014,,SUCCESS,APPROACH,3097311.46,13793260.31,2014,,,,,-95.44625378,29.62862847
6072,WILCREST AND BAYNARD,15935,4873,HARWIN,11400,6298_05052014,,SUCCESS,APPROACH,3056269.57,13823599.94,2014,,,,,-95.57258921,29.71539571
6073,GRAY TO PIERCE,13187,5610,BRAZOS,2000,M019_09222014,,SUCCESS,MAJOR THOROUGHFARE ADT,3118424.54,13838690.76,2014,,,,,-95.37539584,29.75172444
6074,FRANCIS AND HOLMAN,17181,5759,MILAM,3400,6437_12022014,,SUCCESS,SPECIAL,3117084.03,13834790.65,2014,,,,,-95.37999888,29.74111837
6075,E MEMORIAL TO CRESTWOOD,13507,3896,MEMORIAL,6200,5790_09112013,44.4,SUCCESS,MAJOR THOROUGHFARE ADT,3101156.16,13842553.52,2013,,,,,-95.42942084,29.76380262
6076,POST OAK TO W ALABAMA,8840,4332,POST OAK,2801,5592_12122013,,SUCCESS,APPROACH,3091536.22,13832684.49,2013,,,,,-95.46066939,29.73747921
6077,HILLCROFT TO RENWICK,11769,4040,GULFTON,6200,0734_10212013,,SUCCESS,MAJOR THOROUGHFARE ADT,3082344.02,13824719.18,2013,,,,,-95.49037499,29.71634599
6078,SAN FELIPE TO WESTHEIMER,17749,4137,CHIMNEY ROCK,1920,0352_11042013,,SUCCESS,MAJOR THOROUGHFARE ADT,3086175.24,13835747.95,2013,,,,,-95.47726398,29.746345
6079,GLENVIEW TO MONTGLEN,360,4441,GLENVIEW,7627,5900_01142014,,SUCCESS,APPROACH,3148115.7,13811921.33,2014,,,,,-95.28454996,29.67558172
6080,STELLA LINK AND ACADEMY,322,5842,DRUMMOND,4038,SPD_4038_DRUMMOND_11112014,29.5,SUCCESS,PRE-NTMP,3097849.66,13817846.74,2014,,,,,-95.44220646,29.69616685
6081,SOUTH BELT TO FUQUA,14765,4018,FONDREN,14415,0583_10142013,,SUCCESS,MAJOR THOROUGHFARE ADT,3077503.12,13787390.28,2013,,,,,-95.509129,29.614133
6082,CAROLINE TO SAN JACINTO,10007,4987,CONGRESS,1200,C022_06022014,,SUCCESS,MAJOR THOROUGHFARE ADT,3123650.96,13842212.8,2014,,,,,-95.358587,29.76095901
6083,GLENMONT TO CHIMNEY ROCK,3083,4598,GLENMONT,5500,6003_03112014,,SUCCESS,APPROACH,3086632.48,13826235.75,2014,,,,,-95.47672664,29.72016018
6084,CHIMNEY ROCK TO GLENMONT,10890,4600,CHIMNEY ROCK,5711,6005_03112014,,SUCCESS,APPROACH,3086736.83,13826037.64,2014,,,,,-95.47641683,29.71960697
6085,BRIGATE DR TO FUQUA,3112,4652,CHIMNEY ROCK,15700,6061_03242014,,SUCCESS,APPROACH,3085723.48,13782664.16,2014,,,,,-95.48371594,29.6004643
6086,DIAN W14TH AND WYNNWOOD,257,5666,DIAN,1300,6416_09302014,,SUCCESS,APPROACH,3105702.88,13854347.37,2014,,,,,-95.41395706,29.79583794
6087,WILCREST AND BITTERCREEK,13254,4857,BRIAR FOREST,11100,6258_04282014,,SUCCESS,APPROACH,3055761.19,13835403.12,2014,,,,,-95.57310069,29.74788183
6088,BELLFORT AND PECAN VILLAS,24416,4912,TELEPHONE,6300,6280_04292014,,SUCCESS,APPROACH,3146705.21,13810666.96,2014,,,,,-95.28911495,29.67225698
6089,N SIDE OF LAKE TO KINGWOOD GREENS,12643,5160,LAKE HOUSTON PKWY W,1660,6385_07012014,52.6,SUCCESS,MAJOR THOROUGHFARE ADT,3178675.43,13942373.01,2014,,,,,-95.174929,30.03141933
6090,W 26TH AND W 25TH,8867,5360,ELLA,2500,6395_08042014,,SUCCESS,APPROACH,3100704.92,13859159.49,2014,,,,,-95.42924462,29.80948542
6091,CLAY TO POLK,11878,5361,LA BRANCH,1300,5430_08042014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122443.52,13838828.12,2014,,,,,-95.36272253,29.75175892
6092,CHENEVERT TO JACKSON,18068,5024,PEASE,1700,5249_06032014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122518.76,13837398.36,2014,,,,,-95.36262564,29.74782252
6093,TRAVIS TO MILAM,8181,5119,POLK,800,5206_06162014,,SUCCESS,MAJOR THOROUGHFARE ADT,3120734.61,13840137.53,2014,,,,,-95.36797749,29.75550411
6094,MCKINNEY TO LAMAR,19547,5131,FANNIN,1000,C030_06302014,,SUCCESS,MAJOR THOROUGHFARE ADT,3121892.49,13840392.86,2014,,,,,-95.364305,29.75610701
6095,SAGE TO CHIMNEY ROCK,29325,5787,RICHMOND,5524,1343_12152014,,SUCCESS,MAJOR THOROUGHFARE ADT,3088004.48,13830434.89,2014,,,,,-95.472007,29.73158898
6096,MAIN TO TRAVIS,10248,3715,LAMAR,900,5216_08122013,,SUCCESS,MAJOR THOROUGHFARE ADT,3121337.54,13840525.19,2013,,,,,-95.36604022,29.75651816
6097,BELLFORT TO S CITY LIMIT,11526,4051,KIRKWOOD,11602,0955_10212013,,SUCCESS,MAJOR THOROUGHFARE ADT,3053614.42,13801664.86,2013,,,,,-95.58296926,29.65531232
6098,WESTHEIMER TO W LOOP 610 WSR,22579,4390,WESTHEIMER,4900,5601_12192013,,SUCCESS,APPROACH,3092009.54,13833978.4,2013,,,,,-95.45905517,29.74099646
6099,W LOOP 610 WSR TO WESTHEIMER,21791,4391,LOOP 610 WSR W,2500,5600_12192013,,SUCCESS,APPROACH,3092150.04,13834175.94,2013,,,,,-95.45859378,29.74152776
6100,EDNA TO PARK PLACE,14131,4904,REVILLE,3900,6276_04292014,,SUCCESS,APPROACH,3146191.06,13815221.2,2014,,,,,-95.29027839,29.68482
6101,PRAIRIE TO TEXAS,11233,5478,FANNIN,500,5440_08252014,,SUCCESS,MAJOR THOROUGHFARE ADT,3122792.06,13841785.52,2014,,,,,-95.36133469,29.75985806
